# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	47733
#@/user_id	macOS
na jiu shi 	那就是	c=5 d=1.84168e-08 t=47733
na jiu yao 	那就要	c=1 d=3.36606e-44 t=47733
na ju 	哪句	c=1 d=8.7339e-26 t=47733
na ke neng 	那可能	c=1 d=1.0947e-36 t=47733
na kuai 	那塊	c=1 d=1.693e-47 t=47733
na li 	哪裏	c=37 d=0.656384 t=47733
na li 	那裏	c=3 d=1.39168e-06 t=47733
na me 	那麼	c=13 d=0.000365224 t=47733
na me duo 	那麼多	c=1 d=7.22381e-28 t=47733
na neng 	哪能	c=1 d=1.24561e-25 t=47733
na ni 	那你	c=21 d=2.54237e-07 t=47733
na pi 	那批	c=2 d=8.29664e-10 t=47733
na ren 	那人	c=1 d=2.81549e-31 t=47733
na san 	那三	c=1 d=4.01062e-17 t=47733
na shi 	那是	c=8 d=8.23255e-07 t=47733
na shi hou 	那時候	c=1 d=2.1147e-46 t=47733
na suan 	那算	c=1 d=7.98355e-28 t=47733
na ta ma 	那他媽	c=1 d=1.58101e-36 t=47733
na tai 	那臺	c=2 d=0.0105928 t=47733
na tiao 	哪條	c=2 d=4.48929e-12 t=47733
na tiao 	那條	c=2 d=5.70395e-43 t=47733
na tiao lu 	那條路	c=1 d=1.83369e-45 t=47733
na wo 	拿握	c=4 d=8.61148e-07 t=47733
na wo 	那我	c=16 d=0.00392739 t=47733
na wo jiu 	那我就	c=1 d=4.53213e-14 t=47733
na xia 	拿下	c=1 d=2.35082e-56 t=47733
na xian zai 	那現在	c=2 d=1.19983e-55 t=47733
na xie 	哪些	c=26 d=4.60938e-07 t=47733
na xie 	那些	c=3 d=3.4837e-07 t=47733
na xing 	那行	c=4 d=3.39353e-22 t=47733
na yang 	那樣	c=0 d=2.34204e-13 t=47733
na yi 	哪一	c=0 d=0.000213348 t=47733
na yi fen 	哪一份	c=1 d=0.00214418 t=47733
na you 	那有	c=1 d=3.73884e-15 t=47733
na zhang 	哪張	c=3 d=2.52075e-17 t=47733
na zhang 	那張	c=1 d=1.55319e-33 t=47733
na zhe 	拿着	c=1 d=1.09113e-26 t=47733
na zhe bian 	那這邊	c=1 d=7.58127e-08 t=47733
na zhong 	哪種	c=5 d=0.0473589 t=47733
na zhong 	那種	c=6 d=0.00145613 t=47733
nai 	奶	c=1 d=3.44764e-61 t=47733
nai fen 	奶粉	c=1 d=1.93743e-16 t=47733
nai nai 	奶奶	c=1 d=1.81581e-18 t=47733
nai niu 	奶牛	c=1 d=6.47595e-07 t=47733
nan 	南	c=9 d=5.67569e-14 t=47733
nan 	男	c=4 d=3.59371e-63 t=47733
nan 	難	c=2 d=8.65107e-28 t=47733
nan chang 	南昌	c=3 d=2.5693e-42 t=47733
nan chong 	南充	c=4 d=1.49487e-24 t=47733
nan dao 	難道	c=1 d=1.8102e-11 t=47733
nan dian 	難點	c=2 d=2.23147e-53 t=47733
nan jing 	南京	c=1 d=2.09188e-36 t=47733
nan kai 	南開	c=1 d=1.10225e-57 t=47733
nan mei mao bi nian 	南美毛鼻鲶	c=0 d=4.84623e-68 t=47733
nan shi 	男士	c=1 d=1.20106e-67 t=47733
nan tong 	南通	c=4 d=6.4453e-22 t=47733
nang zhong 	囊腫	c=1 d=8.02493e-30 t=47733
nao zi 	腦子	c=1 d=1.24841e-22 t=47733
ne 	呢	c=56 d=0.242434 t=47733
ne ge 	呢個	c=1 d=1.1908e-25 t=47733
nei 	內	c=12 d=0.280349 t=47733
nei bu 	內部	c=1 d=1.86628e-17 t=47733
nei ceng 	內層	c=1 d=1.10401e-17 t=47733
nei cun 	內存	c=4 d=0.0488012 t=47733
nei ke 	內科	c=3 d=6.22189e-36 t=47733
nei qian 	內嵌	c=1 d=1.1806e-12 t=47733
nei rong 	內容	c=84 d=0.0132029 t=47733
nei wang 	內網	c=4 d=2.26657e-09 t=47733
nei zhi 	內置	c=2 d=1.72045e-52 t=47733
nen nen 	嫩嫩	c=1 d=3.55396e-36 t=47733
neng 	能	c=172 d=0.648087 t=47733
neng bu en ne guai 	能不恩呢拐	c=1 d=4.45085e-07 t=47733
neng bu neng 	能不能	c=7 d=9.85707e-11 t=47733
neng dao 	能到	c=2 d=7.42417e-15 t=47733
neng fou 	能否	c=1 d=1.70972e-45 t=47733
neng gou 	能夠	c=4 d=2.70514e-36 t=47733
neng kan 	能看	c=1 d=2.53615e-37 t=47733
neng lai 	能來	c=1 d=4.55857e-53 t=47733
neng li 	能力	c=1 d=3.78144e-60 t=47733
ni 	你	c=407 d=2.66338 t=47733
ni 	泥	c=1 d=6.65778e-68 t=47733
ni ba 	你把	c=5 d=3.18552e-13 t=47733
ni ba 	你爸	c=2 d=9.0303e-25 t=47733
ni ba ma 	你爸媽	c=1 d=1.26444e-25 t=47733
ni bang wo 	你幫我	c=1 d=1.32583e-24 t=47733
ni bu 	你不	c=1 d=3.50474e-20 t=47733
ni bu chi 	你不吃	c=1 d=1.49305e-39 t=47733
ni bu e 	你不餓	c=1 d=7.33649e-63 t=47733
ni bu guan le 	你不管了	c=1 d=1.27078e-25 t=47733
ni bu neng 	你不能	c=1 d=3.52231e-19 t=47733
ni bu shi 	你不是	c=2 d=5.44925e-35 t=47733
ni bu zhi dao 	你不知道	c=1 d=1.21527e-29 t=47733
ni chuan 	你川	c=1 d=1.16679e-50 t=47733
ni da kai 	你打開	c=1 d=9.28187e-36 t=47733
ni dang shi 	你當時	c=1 d=9.87262e-56 t=47733
ni dao 	你到	c=1 d=2.96549e-24 t=47733
ni de 	你的	c=11 d=2.36885e-07 t=47733
ni deng 	你等	c=1 d=3.24763e-05 t=47733
ni dian nao 	你電腦	c=1 d=3.21915e-19 t=47733
ni diao 	你調	c=1 d=1.32214e-50 t=47733
ni dou 	你都	c=2 d=8.93645e-31 t=47733
ni fa gei wo 	你發給我	c=1 d=3.59591e-27 t=47733
ni gan ma 	你干嘛	c=1 d=1.42565e-25 t=47733
ni gao ge 	你搞個	c=1 d=1.67268e-52 t=47733
ni gao su 	你告訴	c=1 d=1.64895e-31 t=47733
ni gei 	你給	c=4 d=0.000867409 t=47733
ni gei wo 	你給我	c=6 d=0.000916453 t=47733
ni gei wo de 	你給我的	c=1 d=1.28172e-67 t=47733
ni guan men 	你關門	c=1 d=4.27852e-13 t=47733
ni ha 	你哈	c=1 d=1.24994e-07 t=47733
ni hai 	你還	c=1 d=1.8287e-13 t=47733
ni hao 	你好	c=8 d=0.00433948 t=47733
ni hao 	妳好	c=2 d=4.33968e-53 t=47733
ni he 	你和	c=1 d=1.92908e-24 t=47733
ni jia 	你家	c=2 d=0.0611149 t=47733
ni jie tu 	你截圖	c=1 d=0.00101791 t=47733
ni jiu 	你就	c=7 d=0.00231133 t=47733
ni jiu hui 	你就會	c=0 d=0.0865022 t=47733
ni jiu hui ibooks author song dao feng 	你就會iBooks Author松島楓	c=1 d=0.869358 t=47733
ni jiu shuo 	你就說	c=1 d=6.3019e-10 t=47733
ni jue de 	你覺得	c=1 d=3.56195e-33 t=47733
ni kai fa 	你開發	c=1 d=2.57624e-45 t=47733
ni kan 	你看	c=6 d=4.0321e-21 t=47733
ni kan kan 	你看看	c=3 d=3.14405e-06 t=47733
ni kan yi xia 	你看一下	c=8 d=0.000960447 t=47733
ni kan yi xia a 	你看一下啊	c=3 d=6.60544e-34 t=47733
ni ke yi 	你可以	c=4 d=0.000428594 t=47733
ni lao gong 	你老公	c=1 d=4.26211e-56 t=47733
ni lian 	你連	c=1 d=8.63524e-10 t=47733
ni liang 	你倆	c=1 d=1.27446e-59 t=47733
ni ma 	你媽	c=7 d=0.00258615 t=47733
ni mei 	你沒	c=2 d=1.1101e-13 t=47733
ni mei shuo 	你沒說	c=1 d=1.36835e-13 t=47733
ni men 	你們	c=11 d=0.0249327 t=47733
ni na bian 	你那邊	c=3 d=1.56182e-10 t=47733
ni neng 	你能	c=10 d=0.0394554 t=47733
ni qian mian 	你前面	c=1 d=1.05942e-32 t=47733
ni qu 	你去	c=2 d=1.33135e-14 t=47733
ni que ding 	你確定	c=2 d=1.48131e-05 t=47733
ni rang 	你讓	c=2 d=4.82894e-25 t=47733
ni shang 	你上	c=2 d=2.97064e-15 t=47733
ni sheng ji 	你升級	c=1 d=9.53823e-33 t=47733
ni shi 	你是	c=8 d=0.18452 t=47733
ni shi bu shi 	你是不是	c=1 d=1.24219e-22 t=47733
ni shi yao 	你是要	c=1 d=4.19522e-17 t=47733
ni shuo 	你說	c=5 d=7.13977e-08 t=47733
ni shuo ne 	你说呢	c=1 d=3.18366e-65 t=47733
ni shuo ya 	你說呀	c=1 d=6.26706e-33 t=47733
ni ta ma 	你他媽	c=2 d=4.42308e-11 t=47733
ni tu 	泥土	c=0 d=2.61882e-33 t=47733
ni wen 	你問	c=3 d=7.64288e-44 t=47733
ni wen yi xia 	你問一下	c=1 d=4.62762e-24 t=47733
ni xian 	你先	c=9 d=4.91933e-08 t=47733
ni xian 	倪宪	c=1 d=1.31945e-26 t=47733
ni xian zai 	你現在	c=2 d=3.02231e-12 t=47733
ni xiang 	你想	c=8 d=3.11209e-07 t=47733
ni xie 	你寫	c=1 d=5.22668e-15 t=47733
ni xing 	逆行	c=1 d=2.46505e-26 t=47733
ni yao 	你要	c=14 d=1.95085e-09 t=47733
ni yao duo jiu 	你要多久	c=1 d=2.5235e-37 t=47733
ni ye 	你也	c=3 d=3.76493e-28 t=47733
ni yi 	你一	c=0 d=2.3155e-26 t=47733
ni yi jia 	你一家	c=1 d=2.32711e-25 t=47733
ni yi si 	你意思	c=1 d=1.11469e-42 t=47733
ni yong 	你用	c=1 d=2.71348e-38 t=47733
ni you 	你又	c=7 d=2.95431e-09 t=47733
ni you 	妳有	c=1 d=1.46932e-27 t=47733
ni you ma 	你有吗	c=1 d=2.62836e-16 t=47733
ni you xiang 	你郵箱	c=1 d=0.00189223 t=47733
ni za 	你咋	c=5 d=7.65746e-08 t=47733
ni za le 	你咋了	c=1 d=6.59399e-43 t=47733
ni zai 	你再	c=8 d=4.96754e-05 t=47733
ni zen me 	你怎麼	c=1 d=3.78672e-47 t=47733
ni zhe 	逆着	c=1 d=7.58385e-12 t=47733
ni zhe ge 	你這個	c=1 d=3.44131e-10 t=47733
ni zhi dao 	你知道	c=11 d=0.114766 t=47733
ni zhi qian 	你之前	c=1 d=2.84186e-23 t=47733
ni zi ji 	你自己	c=4 d=0.189191 t=47733
ni zi ji 	妳自己	c=1 d=8.71404e-58 t=47733
nian 	年	c=60 d=0.0185945 t=47733
nian di 	年底	c=1 d=2.05395e-56 t=47733
nian du 	年度	c=2 d=7.90545e-30 t=47733
nian du 	粘度	c=1 d=7.86602e-30 t=47733
nian jia 	年假	c=1 d=6.28222e-32 t=47733
nian ling 	年齡	c=5 d=1.20777e-15 t=47733
nian qian 	年前	c=1 d=2.50964e-31 t=47733
nian qing ren 	年輕人	c=1 d=3.52962e-14 t=47733
niao 	尿	c=13 d=1.20354e-16 t=47733
niao bu shi 	尿不溼	c=1 d=2.44226e-05 t=47733
niao chan gu ge ibeacon 	尿產谷歌iBeacon	c=1 d=1.14887e-15 t=47733
niao chang gui 	尿常規	c=8 d=7.10779e-14 t=47733
niao niao nuo nuo 	嫋嫋娜娜	c=0 d=4.84623e-68 t=47733
niao niao nuo nuo ni neng nan mei mao bi nian 	嫋嫋娜娜你能南美毛鼻鲶	c=1 d=4.87052e-67 t=47733
niao su 	尿素	c=1 d=9.14213e-34 t=47733
niao suan 	尿酸	c=1 d=1.05701e-64 t=47733
niao ye 	尿液	c=1 d=2.01993e-36 t=47733
nie 	聶	c=1 d=1.97751e-51 t=47733
nin 	您	c=3 d=5.99538e-41 t=47733
ning bo 	寧波	c=5 d=6.50267e-26 t=47733
niu 	扭	c=0 d=1.25488e-25 t=47733
niu 	牛	c=2 d=7.73311e-06 t=47733
niu bi 	牛比	c=11 d=0.0620385 t=47733
niu bo zi 	扭脖子	c=1 d=1.26117e-24 t=47733
niu nai 	牛奶	c=4 d=8.28086e-17 t=47733
niu pi 	牛皮	c=1 d=1.61125e-53 t=47733
niu rou 	牛肉	c=1 d=3.13093e-45 t=47733
niu yue 	紐約	c=1 d=4.46284e-68 t=47733
nong 	弄	c=51 d=0.0222592 t=47733
nong cun 	農村	c=1 d=4.20953e-57 t=47733
nong de 	弄得	c=1 d=9.83405e-10 t=47733
nong diao 	弄掉	c=1 d=7.54603e-12 t=47733
nong ge 	弄個	c=0 d=5.33209e-45 t=47733
nong gong dang 	農工黨	c=0 d=3.45973e-15 t=47733
nong hao 	弄好	c=1 d=9.71933e-19 t=47733
nong le 	弄了	c=3 d=6.60165e-06 t=47733
nong li 	農曆	c=3 d=4.81116e-67 t=47733
nu fang 	怒放	c=2 d=8.33397e-55 t=47733
nu li 	奴隸	c=0 d=3.13593e-06 t=47733
nu li le 	奴隸了	c=1 d=3.15165e-05 t=47733
nv 	女	c=5 d=8.63817e-14 t=47733
nv er 	女兒	c=1 d=1.33593e-25 t=47733
nv xing 	女性	c=2 d=8.74249e-59 t=47733
nv you 	女優	c=1 d=2.51006e-33 t=47733
o 	哦	c=11 d=0.223264 t=47733
o cu men tu 	哦粗門徒	c=1 d=9.10737e-48 t=47733
o o 	哦哦	c=12 d=0.221303 t=47733
o you 	哦有	c=1 d=0.00249118 t=47733
o zhi 	哦值	c=1 d=2.16978e-25 t=47733
o zu 	哦租	c=1 d=8.46137e-06 t=47733
ou 	歐	c=8 d=0.000270565 t=47733
ou er 	偶爾	c=1 d=1.04439e-11 t=47733
ou guan 	歐冠	c=0 d=3.05424e-19 t=47733
ou jia 	偶家	c=0 d=2.727e-68 t=47733
ou lu 	歐陸	c=12 d=1.62108e-07 t=47733
pa 	怕	c=1 d=2.3622e-54 t=47733
pa 	爬	c=4 d=2.70841e-16 t=47733
pa chong 	爬蟲	c=9 d=0.232236 t=47733
pa po 	爬坡	c=0 d=1.78162e-60 t=47733
pa po le 	爬坡了	c=1 d=1.79055e-59 t=47733
pai 	拍	c=11 d=0.308378 t=47733
pai 	排	c=2 d=1.31626e-27 t=47733
pai 	牌	c=3 d=0.00256704 t=47733
pai ban 	排版	c=2 d=1.26926e-11 t=47733
pai cha 	排查	c=2 d=2.78274e-11 t=47733
pai chu 	排除	c=1 d=1.88241e-30 t=47733
pai chu suo 	派出所	c=1 d=2.41624e-26 t=47733
pai dao 	排到	c=1 d=1.21255e-32 t=47733
pai diao 	排掉	c=1 d=5.19497e-61 t=47733
pai dui 	排隊	c=1 d=1.2065e-32 t=47733
pai gu 	排骨	c=4 d=6.18875e-38 t=47733
pai hang 	排行	c=1 d=6.70733e-67 t=47733
pai lie 	排列	c=5 d=1.35081e-14 t=47733
pai qi 	排期	c=3 d=2.02481e-35 t=47733
pai ren 	派人	c=1 d=1.2842e-31 t=47733
pai ta 	排他	c=1 d=0.000330468 t=47733
pai xu 	排序	c=2 d=8.82948e-07 t=47733
pai xu 	排鬚	c=4 d=1.71843e-06 t=47733
pai zhang 	拍張	c=1 d=0.293758 t=47733
pai zhao 	拍照	c=1 d=0.00255424 t=47733
pai zi 	拍子	c=1 d=3.40521e-33 t=47733
pai zi 	牌子	c=1 d=3.42228e-33 t=47733
pan 	盤	c=6 d=0.00439369 t=47733
pan ding 	判定	c=2 d=1.15179e-29 t=47733
pan duan 	判斷	c=38 d=0.882506 t=47733
pang 	胖	c=1 d=2.9665e-28 t=47733
pao 	拋	c=2 d=8.77768e-26 t=47733
pao 	泡	c=1 d=1.81668e-53 t=47733
pao 	跑	c=15 d=0.782705 t=47733
pao bu 	跑步	c=1 d=2.32988e-39 t=47733
pao bu chu lai 	跑不出來	c=1 d=2.23777e-35 t=47733
pao chu 	跑出	c=1 d=2.25051e-43 t=47733
pao chu lai 	跑出來	c=2 d=6.77265e-34 t=47733
pao le 	跑了	c=3 d=6.95999e-13 t=47733
pao mo 	泡沫	c=2 d=6.42244e-27 t=47733
pao qi lai 	跑起來	c=1 d=1.02598e-37 t=47733
pao shui 	泡水	c=1 d=1.7986e-53 t=47733
pao wan 	跑完	c=1 d=1.20609e-28 t=47733
pao yi chang 	跑異常	c=1 d=4.03622e-33 t=47733
pao yi pao 	跑一炮	c=1 d=1.152e-47 t=47733
pao zhe 	跑着	c=2 d=4.74462e-16 t=47733
pdf 	PDF	c=1 d=0.0229371 t=47733
pei 	配	c=5 d=1.67045e-07 t=47733
pei 	陪	c=1 d=1.62219e-15 t=47733
pei de 	配的	c=1 d=1.84163e-37 t=47733
pei ge 	配個	c=1 d=1.98067e-11 t=47733
pei he 	配合	c=4 d=1.07306e-06 t=47733
pei he zi 	配合子	c=1 d=2.00296e-25 t=47733
pei ni 	陪你	c=1 d=2.59991e-35 t=47733
pei xun 	培訓	c=3 d=1.95558e-28 t=47733
pei zhi 	配置	c=83 d=1.54497 t=47733
pei zhi 	配製	c=13 d=1.66212e-07 t=47733
pei zhi zhong xin 	配置中心	c=1 d=3.85664e-27 t=47733
pen ti 	噴嚏	c=1 d=4.24519e-68 t=47733
peng dao 	碰到	c=1 d=3.89727e-62 t=47733
pi 	屁	c=10 d=0.0262523 t=47733
pi 	批	c=5 d=0.217302 t=47733
pi 	皮	c=2 d=1.20629e-30 t=47733
pi chuang 	皮床	c=1 d=6.73522e-57 t=47733
pi ci 	批次	c=2 d=1.84727e-28 t=47733
pi ci hao 	批次號	c=4 d=1.38936e-08 t=47733
pi eh zi 	屁誒子	c=1 d=2.32024e-49 t=47733
pi gu 	屁股	c=2 d=2.02285e-13 t=47733
pi liang 	批量	c=10 d=1.02178 t=47733
pi pei 	匹配	c=9 d=0.967616 t=47733
pi pei dao 	匹配到	c=1 d=6.44694e-13 t=47733
pi qi 	脾氣	c=2 d=3.30835e-37 t=47733
pi yan 	屁眼	c=1 d=1.61933e-53 t=47733
pi zang 	脾臟	c=2 d=6.50731e-05 t=47733
pi zhou 	邳州	c=1 d=7.21644e-16 t=47733
pian 	偏	c=1 d=4.74961e-36 t=47733
pian 	片	c=7 d=0.0997588 t=47733
pian 	騙	c=1 d=4.17416e-46 t=47733
pian da 	偏大	c=1 d=4.6789e-36 t=47733
pian di 	偏低	c=5 d=1.02027e-56 t=47733
pian duan 	片斷	c=1 d=2.83838e-38 t=47733
pian gao 	偏高	c=5 d=8.95697e-57 t=47733
pian xiang 	偏向	c=1 d=6.06201e-24 t=47733
pian yi 	便宜	c=13 d=9.76202e-15 t=47733
pian yi dao 	便宜到	c=1 d=1.90988e-24 t=47733
pian zi 	片子	c=1 d=7.54065e-33 t=47733
piao 	票	c=1 d=1.13918e-33 t=47733
pin cha 	品茶	c=1 d=2.33957e-29 t=47733
pin dao 	拼到	c=1 d=3.34244e-20 t=47733
pin jie 	拼接	c=2 d=1.06274e-10 t=47733
pin lv 	頻率	c=3 d=0.190525 t=47733
pin pai 	品牌	c=3 d=0.697676 t=47733
pin ti 	品題	c=0 d=6.65481e-05 t=47733
pin ti a 	品題啊	c=2 d=0.000668817 t=47733
pin zhong 	品種	c=1 d=7.10779e-14 t=47733
ping 	平	c=3 d=8.70098e-11 t=47733
ping 	萍	c=1 d=2.83895e-11 t=47733
ping bi 	屏蔽	c=1 d=0.000217133 t=47733
ping ding shan 	平頂山	c=1 d=1.05798e-16 t=47733
ping gu 	評估	c=2 d=1.66342e-08 t=47733
ping guo 	蘋果	c=7 d=1.35894e-20 t=47733
ping heng 	平衡	c=2 d=1.60136e-10 t=47733
ping mu 	屏幕	c=9 d=0.187474 t=47733
ping shi 	平時	c=2 d=1.09925e-25 t=47733
ping tai 	平臺	c=42 d=0.753021 t=47733
ping xiong 	平胸	c=2 d=7.17591e-28 t=47733
po 	破	c=1 d=1.7056e-46 t=47733
po jie 	破解	c=33 d=0.000907579 t=47733
po jie ban 	破解版	c=34 d=0.0280458 t=47733
po ou lu 	破歐陸	c=1 d=4.48369e-64 t=47733
pro 	Pro	c=2 d=3.28309e-15 t=47733
pu 	普	c=1 d=1.09585e-18 t=47733
pu 	鋪	c=1 d=5.03131e-08 t=47733
pu dong 	浦東	c=14 d=0.086632 t=47733
pu dong xin qu 	浦東新區	c=1 d=1.55858e-15 t=47733
pu hui 	普惠	c=24 d=0.0440714 t=47733
pu hui 	普會	c=2 d=1.9717e-31 t=47733
pu ruan 	鋪軟	c=2 d=0.066417 t=47733
pu tao 	葡萄	c=1 d=2.19159e-25 t=47733
pu tong 	普通	c=4 d=1.18353e-26 t=47733
pu tuo 	普陀	c=4 d=1.28568e-62 t=47733
pu tuo de 	普陀的	c=1 d=2.09146e-63 t=47733
qi 	其	c=1 d=3.12338e-46 t=47733
qi 	器	c=6 d=0.286505 t=47733
qi 	期	c=3 d=3.56602e-37 t=47733
qi 	氣	c=2 d=9.86286e-15 t=47733
qi 	琪	c=1 d=1.26969e-15 t=47733
qi 	起	c=6 d=2.98553e-15 t=47733
qi bu lai 	起不來	c=2 d=4.6244e-27 t=47733
qi bu qi lai 	起不起來	c=1 d=3.69385e-49 t=47733
qi che 	汽車	c=1 d=6.43687e-24 t=47733
qi che 	騎車	c=1 d=2.3215e-26 t=47733
qi de 	起得	c=1 d=1.08307e-27 t=47733
qi dong 	啓動	c=25 d=0.0471227 t=47733
qi guai 	奇怪	c=1 d=7.01532e-07 t=47733
qi hu 	騎虎	c=1 d=8.60534e-28 t=47733
qi huan 	奇幻	c=1 d=2.48509e-33 t=47733
qi jian 	旗艦	c=1 d=1.21606e-66 t=47733
qi jian 	期間	c=4 d=1.63139e-19 t=47733
qi lai 	起來	c=6 d=1.20404e-08 t=47733
qi nang 	氣囊	c=1 d=1.0631e-14 t=47733
qi qi 	七七	c=1 d=9.32711e-05 t=47733
qi qiu 	氣球	c=1 d=9.00879e-67 t=47733
qi se 	氣色	c=1 d=7.69847e-12 t=47733
qi shi 	其實	c=2 d=1.24561e-25 t=47733
qi shi 	起始	c=3 d=6.74254e-11 t=47733
qi ta 	其他	c=61 d=0.000296092 t=47733
qi ta de 	其他的	c=1 d=1.36714e-32 t=47733
qi ye 	企業	c=2 d=4.23148e-30 t=47733
qi yong 	啓用	c=5 d=2.66627e-08 t=47733
qi yong 	棄用	c=1 d=2.67964e-08 t=47733
qi zhong 	其中	c=1 d=4.77927e-21 t=47733
qi zi 	旗子	c=1 d=2.26341e-22 t=47733
qian 	前	c=25 d=1.12592e-05 t=47733
qian 	千	c=2 d=3.50892e-33 t=47733
qian 	淺	c=1 d=1.84633e-67 t=47733
qian 	簽	c=14 d=1.95901e-30 t=47733
qian 	錢	c=25 d=0.0636097 t=47733
qian ceng 	千層	c=1 d=1.13015e-57 t=47733
qian duan 	前段	c=2 d=2.26071e-08 t=47733
qian duan 	前端	c=1 d=2.28343e-08 t=47733
qian hou 	前後	c=2 d=1.34587e-24 t=47733
qian hou duan 	前後端	c=1 d=5.07135e-13 t=47733
qian ji tian 	前幾天	c=2 d=1.01167e-41 t=47733
qian li 	潛力	c=0 d=1.50549e-20 t=47733
qian li jun 	潛力軍	c=3 d=6.67182e-13 t=47733
qian mian 	前面	c=4 d=3.3656e-13 t=47733
qian ming 	簽名	c=3 d=1.52805e-54 t=47733
qian que 	欠缺	c=1 d=8.72025e-37 t=47733
qian ru shi 	嵌入式	c=2 d=1.07601 t=47733
qian se 	淺色	c=2 d=3.52998e-07 t=47733
qian tian 	前天	c=1 d=0.00030659 t=47733
qian ting 	潛艇	c=1 d=1.26139e-26 t=47733
qian xu 	前序	c=1 d=4.11705e-31 t=47733
qian yi 	遷移	c=8 d=6.73786e-26 t=47733
qian zhui 	前綴	c=7 d=2.35614e-09 t=47733
qiang 	強	c=12 d=2.87899e-05 t=47733
qiang 	搶	c=5 d=1.29521e-07 t=47733
qiang dao 	強盜	c=1 d=4.89525e-09 t=47733
qiang dao 	搶到	c=1 d=4.91979e-09 t=47733
qiang zhi 	強制	c=3 d=3.15929e-20 t=47733
qiang zhuan 	強轉	c=2 d=0.00983468 t=47733
qiao 	喬	c=5 d=1.68525e-22 t=47733
qiao 	橋	c=1 d=5.70413e-14 t=47733
qiao men 	敲門	c=1 d=7.95887e-21 t=47733
qie 	切	c=2 d=5.3185e-14 t=47733
qie hua 	切花	c=1 d=0.0277367 t=47733
qie huan 	切換	c=15 d=0.681022 t=47733
qie zi 	茄子	c=1 d=6.57382e-07 t=47733
qin 	琴	c=1 d=4.91963e-38 t=47733
qin 	秦	c=3 d=1.09585e-18 t=47733
qin huang dao 	秦皇島	c=1 d=1.77617e-23 t=47733
qin le 	親了	c=1 d=9.66561e-42 t=47733
qing 	清	c=6 d=0.468712 t=47733
qing 	請	c=14 d=2.79543e-05 t=47733
qing 	青	c=1 d=2.56112e-64 t=47733
qing chu 	清楚	c=8 d=5.25109e-11 t=47733
qing chu 	清除	c=1 d=5.74365e-07 t=47733
qing dao 	青島	c=18 d=0.0168247 t=47733
qing jia 	請假	c=5 d=6.35692e-05 t=47733
qing kong 	清空	c=4 d=6.52007e-17 t=47733
qing kuang 	情況	c=57 d=0.0100661 t=47733
qing li 	清理	c=1 d=5.46539e-11 t=47733
qing qing 	清清	c=1 d=7.42435e-56 t=47733
qing qiu 	請求	c=26 d=0.273901 t=47733
qing qiu can shu 	请求参数	c=1 d=3.29762e-67 t=47733
qing ren 	情人	c=1 d=1.12359e-18 t=47733
qing se 	情色	c=1 d=3.5798e-33 t=47733
qing tian 	晴天	c=2 d=2.68748e-64 t=47733
qing xi 	清晰	c=2 d=1.15952e-36 t=47733
qing xi 	清洗	c=44 d=0.000211817 t=47733
qing zhong 	輕重	c=1 d=5.61616e-37 t=47733
qing zhu 	慶祝	c=2 d=1.50737e-32 t=47733
qiong 	窮	c=1 d=2.46681e-05 t=47733
qiu 	求	c=1 d=5.91134e-22 t=47733
qiu 	球	c=2 d=4.19665e-21 t=47733
qiu 	秋	c=1 d=7.69535e-66 t=47733
qiu yi 	秋衣	c=1 d=1.06967e-57 t=47733
qu 	區	c=17 d=0.000706632 t=47733
qu 	去	c=58 d=0.00191191 t=47733
qu 	取	c=14 d=0.151287 t=47733
qu 	蛆	c=1 d=4.10782e-34 t=47733
qu bian 	去边	c=2 d=9.40187e-60 t=47733
qu bie 	區別	c=23 d=0.563601 t=47733
qu chong 	去重	c=8 d=6.93808e-10 t=47733
qu chu 	去處	c=1 d=9.85951e-11 t=47733
qu chu 	去除	c=1 d=9.9586e-11 t=47733
qu chu 	取出	c=1 d=9.61607e-11 t=47733
qu dao 	渠道	c=6 d=0.000140369 t=47733
qu de 	去的	c=1 d=2.88088e-07 t=47733
qu diao 	去掉	c=3 d=3.63385e-36 t=47733
qu ding 	驅丁	c=1 d=1.1191e-59 t=47733
qu dong 	驅動	c=18 d=0.405624 t=47733
qu fen 	區分	c=7 d=5.11176e-08 t=47733
qu gan ma 	去幹嘛	c=1 d=1.65204e-53 t=47733
qu jian 	區間	c=2 d=0.900325 t=47733
qu kan 	去看	c=1 d=3.97342e-25 t=47733
qu le 	去了	c=3 d=1.4328e-25 t=47733
qu ming 	取名	c=1 d=1.23301e-23 t=47733
qu na er 	去哪兒	c=3 d=1.05507e-13 t=47733
qu ni 	去呢	c=1 d=3.5137e-49 t=47733
qu ni 	娶你	c=2 d=1.0762e-11 t=47733
qu ni jia 	去你家	c=2 d=6.71131e-34 t=47733
qu ni ma 	去你媽	c=8 d=0.0266491 t=47733
qu ni ma de 	去你媽的	c=6 d=1.39047e-23 t=47733
qu nian 	去年	c=5 d=3.84734e-28 t=47733
qu nuan qi 	取暖器	c=1 d=4.13474e-52 t=47733
qu shi 	去世	c=3 d=3.26542e-42 t=47733
qu shi le 	去世了	c=1 d=9.47422e-42 t=47733
qu xiao 	取消	c=8 d=0.000235253 t=47733
qu xiao 	取笑	c=1 d=2.2568e-17 t=47733
