# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	47733
#@/user_id	macOS
e 	餓	c=5 d=9.56323e-05 t=47733
e guo 	俄國	c=1 d=4.94361e-07 t=47733
e ke yi 	恶可已	c=1 d=2.93199e-08 t=47733
e mi you 	餓密友	c=1 d=1.54728e-47 t=47733
e mo 	惡魔	c=1 d=7.02846e-29 t=47733
e ni 	呃逆	c=1 d=2.50622e-15 t=47733
e pi 	惡癖	c=0 d=4.26965e-19 t=47733
e pi zhi 	惡癖值	c=1 d=4.29105e-18 t=47733
e xia zai 	額下載	c=1 d=7.37602e-38 t=47733
e xin 	噁心	c=1 d=4.02648e-34 t=47733
e zi 	蛾子	c=1 d=9.32046e-26 t=47733
ei 	誒	c=0 d=3.01124e-58 t=47733
en 	嗯	c=1 d=1.22857e-10 t=47733
en 	恩	c=127 d=0.0888943 t=47733
en en 	嗯嗯	c=64 d=0.304799 t=47733
en na ge 	恩那個	c=2 d=9.9295e-06 t=47733
en ne 	恩呢	c=3 d=1.56559e-09 t=47733
en zhu 	摁住	c=1 d=5.16906e-61 t=47733
er 	二	c=30 d=0.000265578 t=47733
er 	兒	c=18 d=0.0219143 t=47733
er 	而	c=1 d=5.32954e-09 t=47733
er cha 	二叉	c=4 d=4.74373e-28 t=47733
er cha shu 	二叉樹	c=3 d=4.05796e-08 t=47733
er dai 	二代	c=10 d=1.78277e-09 t=47733
er fen 	二份	c=3 d=2.44031e-15 t=47733
er fen 	二分	c=1 d=1.25079e-15 t=47733
er ge 	二個	c=1 d=6.56893e-57 t=47733
er hao 	二號	c=3 d=0.0458337 t=47733
er ji 	二級	c=4 d=0.995012 t=47733
er ji 	耳機	c=2 d=0.0985112 t=47733
er ji xiang 	二級項	c=54 d=0.00335138 t=47733
er ji xiang mu 	耳機項目	c=1 d=0.99005 t=47733
er jin zhi 	二進制	c=6 d=1.25284 t=47733
er ni 	而你	c=0 d=1.93276e-18 t=47733
er qie 	而且	c=1 d=1.88792e-35 t=47733
er san 	二三	c=1 d=1.57886e-20 t=47733
er shou 	二手	c=1 d=7.20248e-52 t=47733
er tian 	二天	c=1 d=1.04113e-33 t=47733
er tiao 	二條	c=1 d=3.45315e-21 t=47733
er wei 	二位	c=1 d=7.65331e-31 t=47733
er wei 	二維	c=2 d=3.13759e-30 t=47733
er wei ma 	二維碼	c=1 d=5.77933e-21 t=47733
er yi 	而已	c=1 d=3.22024e-23 t=47733
er yi ma 	二姨媽	c=1 d=3.32974e-34 t=47733
fa 	法	c=11 d=0.0531307 t=47733
fa 	發	c=135 d=1.09561 t=47733
fa ban mian 	發版面	c=1 d=3.98913e-42 t=47733
fa bu 	發佈	c=3 d=1.08758e-17 t=47733
fa dao 	發到	c=2 d=5.01832e-07 t=47733
fa de 	發的	c=2 d=6.0287e-18 t=47733
fa ding 	法定	c=1 d=1.6141e-15 t=47733
fa gao 	發稿	c=1 d=0.00188279 t=47733
fa ge 	發個	c=3 d=0.0953692 t=47733
fa gei 	發給	c=3 d=0.00530026 t=47733
fa gei ni 	發給你	c=0 d=5.68729e-39 t=47733
fa gei ni de 	發給你的	c=1 d=5.7158e-38 t=47733
fa gei wo 	發給我	c=1 d=3.81178e-07 t=47733
fa guo 	法國	c=1 d=1.24582e-27 t=47733
fa guo lai 	發過來	c=1 d=1.77647e-25 t=47733
fa hao 	發號	c=7 d=0.0312736 t=47733
fa hao le 	發好了	c=6 d=1.21279e-05 t=47733
fa kai 	發開	c=0 d=5.22935e-22 t=47733
fa kai fa 	發開發	c=2 d=5.69231e-19 t=47733
fa kai fa le 	發開發了	c=1 d=5.25556e-21 t=47733
fa le 	發了	c=7 d=2.02206e-19 t=47733
fa ni 	发泥	c=1 d=2.40043e-37 t=47733
fa ni 	發你	c=12 d=1.60096e-13 t=47733
fa ni you xiang 	發你郵箱	c=1 d=7.967e-33 t=47733
fa piao 	發票	c=3 d=0.00504176 t=47733
fa sao 	發騷	c=2 d=1.23003e-24 t=47733
fa shao 	發燒	c=1 d=4.52244e-55 t=47733
fa shao die 	發燒碟	c=1 d=7.36825e-55 t=47733
fa sheng de 	發生地	c=0 d=0.0852144 t=47733
fa song 	發送	c=5 d=0.00744658 t=47733
fa wo 	發我	c=9 d=0.0230521 t=47733
fa wo 	罰我	c=1 d=2.73135e-27 t=47733
fa xian 	發現	c=5 d=1.01502e-17 t=47733
fa yi fen 	發一份	c=2 d=0.00222055 t=47733
fa yi ge 	發一個	c=1 d=5.05362e-60 t=47733
fa yi ha 	發一哈	c=3 d=1.18509e-06 t=47733
fa yi xia 	發一下	c=38 d=0.0180303 t=47733
fa yi xia a 	發一下啊	c=1 d=1.8246e-16 t=47733
fan 	凡	c=1 d=9.27368e-55 t=47733
fan 	反	c=3 d=1.34194e-19 t=47733
fan 	煩	c=2 d=1.34867e-19 t=47733
fan 	范	c=32 d=9.03577e-14 t=47733
fan 	飯	c=5 d=5.24556e-28 t=47733
fan bian yi 	反編譯	c=4 d=0.382275 t=47733
fan bian yi de 	反編譯的	c=1 d=3.37776e-26 t=47733
fan de 	反的	c=1 d=9.74583e-51 t=47733
fan dian 	飯店	c=1 d=4.12617e-57 t=47733
fan he 	飯盒	c=1 d=2.80861e-61 t=47733
fan hou 	飯後	c=1 d=1.53407e-05 t=47733
fan hui 	返回	c=39 d=0.000158294 t=47733
fan hui de 	返回的	c=1 d=2.51664e-05 t=47733
fan hui ibeacon uap 	返回iBeaconUAP	c=1 d=3.83545e-21 t=47733
fan kui 	反饋	c=5 d=8.51971e-28 t=47733
fan le 	反了	c=2 d=5.10719e-37 t=47733
fan lei 	范磊	c=9 d=1.9132e-15 t=47733
fan li 	範例	c=1 d=3.86729e-30 t=47733
fan lian 	翻臉	c=1 d=1.6055e-11 t=47733
fan liang 	飯量	c=1 d=2.78114e-63 t=47733
fan qian 	飯前	c=1 d=1.05321e-51 t=47733
fan qiang 	翻牆	c=3 d=1.19799 t=47733
fan wei 	範圍	c=23 d=0.927743 t=47733
fan wei nei 	範圍內	c=1 d=2.15339e-24 t=47733
fan xing 	泛型	c=2 d=0.177864 t=47733
fan ye 	翻頁	c=1 d=2.11873e-39 t=47733
fan yi 	翻譯	c=9 d=0.346696 t=47733
fan ying 	反應	c=4 d=0.0280154 t=47733
fan yu 	繁育	c=0 d=2.50785e-53 t=47733
fan yu ibeacon 	繁育iBeacon	c=1 d=2.52042e-52 t=47733
fan zheng 	反正	c=1 d=2.422e-54 t=47733
fang 	房	c=3 d=6.82444e-06 t=47733
fang 	放	c=33 d=0.367854 t=47733
fang 	方	c=114 d=0.751639 t=47733
fang 	芳	c=1 d=5.88805e-05 t=47733
fang an 	方案	c=5 d=0.00381048 t=47733
fang bian 	方便	c=4 d=1.66395e-14 t=47733
fang dao 	放到	c=15 d=0.372139 t=47733
fang de 	方的	c=2 d=3.02282e-14 t=47733
fang dong 	房東	c=31 d=1.23737e-30 t=47733
fang fa 	方法	c=33 d=0.0069449 t=47733
fang fang 	芳芳	c=1 d=3.49331e-10 t=47733
fang huo qiang 	防火牆	c=1 d=7.75419e-38 t=47733
fang jian 	房間	c=5 d=3.41472e-07 t=47733
fang jin 	放進	c=1 d=1.15482e-17 t=47733
fang jin qu 	放進去	c=0 d=3.47105e-24 t=47733
fang jin qu le 	放進去了	c=1 d=3.48845e-23 t=47733
fang kuang 	方框	c=5 d=7.10798e-49 t=47733
fang lao shi 	方老師	c=7 d=4.47545e-13 t=47733
fang le 	放了	c=3 d=0.00113627 t=47733
fang lei 	方雷	c=5 d=0.0098528 t=47733
fang ni ma 	方你媽	c=1 d=0.0259911 t=47733
fang pi 	放屁	c=23 d=0.0258615 t=47733
fang qi 	放棄	c=1 d=0.000430743 t=47733
fang she 	放射	c=12 d=1.88081e-20 t=47733
fang she ke 	放射科	c=1 d=8.59043e-37 t=47733
fang shi 	房市	c=1 d=1.08983e-12 t=47733
fang shi 	方式	c=4 d=3.81243e-09 t=47733
fang song 	仿宋	c=1 d=5.04933e-50 t=47733
fang wei 	防僞	c=1 d=2.09658e-33 t=47733
fang wen 	訪問	c=14 d=1.20174 t=47733
fang xiang 	方向	c=3 d=9.37865e-11 t=47733
fang zai 	放在	c=2 d=1.30095e-07 t=47733
fang zhe 	放着	c=1 d=3.97545e-31 t=47733
fang zhi 	放置	c=2 d=1.41342e-30 t=47733
fang zhi 	防止	c=2 d=3.23859e-31 t=47733
fang zhou 	方舟	c=2 d=1.46448e-47 t=47733
fang zi 	房子	c=19 d=2.5688e-15 t=47733
fang zu 	房租	c=4 d=7.72813e-27 t=47733
fei 	菲	c=1 d=1.93974e-30 t=47733
fei 	非	c=11 d=0.0518189 t=47733
fei 	飛	c=21 d=6.803e-09 t=47733
fei chang 	非常	c=1 d=1.96771e-22 t=47733
fei chuang shou 	飛創收	c=2 d=0.0515605 t=47733
fei fa 	非法	c=1 d=9.36847e-57 t=47733
fei gong neng 	肺功能	c=5 d=9.35267e-24 t=47733
fei ji 	飛機	c=3 d=6.30941e-24 t=47733
fei kong 	非空	c=3 d=1.5931e-08 t=47733
fei kuai 	飛快	c=1 d=2.31701e-62 t=47733
fei qi 	廢棄	c=1 d=9.42085e-05 t=47733
fei shu 	飛書	c=37 d=0.0147882 t=47733
fei yao 	非要	c=1 d=9.26451e-14 t=47733
fen 	份	c=156 d=0.087459 t=47733
fen 	分	c=16 d=0.000130714 t=47733
fen 	粉	c=1 d=1.93533e-62 t=47733
fen bian lv 	分辨率	c=2 d=2.06585e-28 t=47733
fen bie 	分別	c=6 d=0.0544757 t=47733
fen bu shi 	分佈式	c=10 d=0.951229 t=47733
fen ceng ci 	分層次	c=1 d=4.64434e-37 t=47733
fen dui 	分隊	c=2 d=7.75708e-13 t=47733
fen ge 	分割	c=1 d=5.4626e-05 t=47733
fen ge 	分隔	c=1 d=1.52533e-26 t=47733
fen ge cheng 	分割成	c=1 d=1.88536e-19 t=47733
fen hang 	分行	c=2 d=6.91103e-40 t=47733
fen kai 	分開	c=1 d=2.63974e-08 t=47733
fen lei 	分類	c=1 d=2.59894e-60 t=47733
fen li 	分離	c=1 d=1.81143e-19 t=47733
fen qu 	分區	c=6 d=8.55222e-14 t=47733
fen xi 	分析	c=12 d=0.767135 t=47733
fen xiang 	分享	c=2 d=9.90661e-30 t=47733
fen ye 	分頁	c=1 d=2.84089e-19 t=47733
fen yuan 	分院	c=8 d=7.66753e-14 t=47733
fen zhi 	分之	c=1 d=4.45843e-27 t=47733
fen zhi 	分支	c=44 d=0.32279 t=47733
fen zhong 	分鐘	c=22 d=0.000761668 t=47733
fen zu 	分組	c=5 d=3.24763e-05 t=47733
feng 	峯	c=2 d=3.67367e-14 t=47733
feng 	風	c=1 d=3.474e-33 t=47733
feng 	馮	c=3 d=8.54575e-11 t=47733
feng 	鳳	c=3 d=9.30431e-35 t=47733
feng mi 	蜂蜜	c=1 d=4.91895e-07 t=47733
feng shan 	風扇	c=1 d=2.20483e-37 t=47733
feng xi 	縫隙	c=1 d=2.72477e-28 t=47733
feng yu 	風雨	c=1 d=2.68283e-22 t=47733
feng zhuang 	封裝	c=5 d=0.00136037 t=47733
fo shan 	佛山	c=9 d=1.78496e-21 t=47733
fou 	否	c=15 d=2.63311e-29 t=47733
fu 	付	c=2 d=9.26971e-10 t=47733
fu 	福	c=3 d=1.61672e-33 t=47733
fu 	阜	c=5 d=5.4826e-40 t=47733
fu bu 	腹部	c=22 d=2.01016e-08 t=47733
fu dan 	復旦	c=1 d=6.3904e-27 t=47733
fu dong 	浮動	c=1 d=7.90949e-36 t=47733
fu gai 	覆蓋	c=3 d=0.0678809 t=47733
fu hao 	符號	c=1 d=3.9096e-11 t=47733
fu he 	符合	c=1 d=3.62834e-15 t=47733
fu he 	複合	c=1 d=3.61025e-15 t=47733
fu huo 	復活	c=1 d=3.66083e-61 t=47733
fu jia shan ding 	傅家山顶	c=0 d=0.0856415 t=47733
fu jian 	福建	c=3 d=5.03375e-59 t=47733
fu jian 	附件	c=5 d=3.50602e-10 t=47733
fu ke 	婦科	c=29 d=6.495e-28 t=47733
fu pan 	覆盤	c=3 d=1.68026e-17 t=47733
fu she 	輻射	c=1 d=3.16186e-43 t=47733
fu wu 	服務	c=49 d=0.00873865 t=47733
fu wu qi 	服務器	c=21 d=0.00912734 t=47733
fu wu qu 	服務區	c=1 d=4.99754e-17 t=47733
fu yang 	阜陽	c=1 d=1.9765e-45 t=47733
fu yu 	富裕	c=1 d=7.25261e-16 t=47733
fu yuan 	復原	c=1 d=3.09546e-58 t=47733
fu za du 	複雜度	c=1 d=5.71598e-09 t=47733
fu zhi 	複製	c=15 d=0.150834 t=47733
fu zhi 	賦值	c=1 d=8.86712e-57 t=47733
fu zhi de 	複製的	c=1 d=2.14892e-29 t=47733
fu zhou 	福州	c=2 d=1.01552e-22 t=47733
fu zhu 	輔助	c=3 d=6.25165e-24 t=47733
gai 	改	c=89 d=1.98924 t=47733
gai 	該	c=11 d=7.98788e-05 t=47733
gai ban 	改版	c=7 d=0.000352928 t=47733
gai ban 	蓋板	c=1 d=7.00435e-18 t=47733
gai ban 	該班	c=1 d=7.03946e-18 t=47733
gai bian 	改變	c=2 d=2.68329e-24 t=47733
gai bu liao 	改不了	c=1 d=1.60846e-62 t=47733
gai cha 	改查	c=1 d=1.85155e-12 t=47733
gai cheng 	改成	c=7 d=0.0107522 t=47733
gai de 	改得	c=2 d=2.31157e-05 t=47733
gai de 	改的	c=1 d=1.23322e-25 t=47733
gai diao 	改掉	c=1 d=0.000117979 t=47733
gai dong 	改動	c=11 d=5.56141e-10 t=47733
gai guo 	該國	c=2 d=0.00382958 t=47733
gai hao 	改好	c=26 d=0.163654 t=47733
gai hao le 	該好了	c=6 d=4.29178e-20 t=47733
gai hua 	鈣化	c=1 d=2.31464e-50 t=47733
gai hui 	改回	c=1 d=0.000418012 t=47733
gai jie kou 	改接口	c=1 d=1.70472e-40 t=47733
gai jin 	改進	c=1 d=2.63822e-60 t=47733
gai le 	改了	c=16 d=0.269354 t=47733
gai ma 	改嗎	c=1 d=2.56644e-59 t=47733
gai yi xia 	改一下	c=13 d=0.00013776 t=47733
gai zao 	改造	c=4 d=0.188247 t=47733
gan 	幹	c=5 d=4.1082e-46 t=47733
gan 	敢	c=2 d=7.96022e-23 t=47733
gan 	甘	c=13 d=3.68572e-17 t=47733
gan 	肝	c=3 d=2.07036e-32 t=47733
gan 	趕	c=2 d=1.62954e-31 t=47733
gan dan 	肝膽	c=6 d=2.34276e-08 t=47733
gan de 	乾的	c=1 d=2.08939e-22 t=47733
gan gong neng 	肝功能	c=1 d=5.72358e-54 t=47733
gan huo 	幹活	c=5 d=1.60449e-08 t=47733
gan huo che 	甘火車	c=1 d=8.06653e-32 t=47733
gan jin 	趕緊	c=3 d=1.60884e-06 t=47733
gan jing 	乾淨	c=2 d=7.8026e-23 t=47733
gan jue 	感覺	c=2 d=1.65153e-20 t=47733
gan kuai 	趕快	c=1 d=1.50646e-56 t=47733
gan le 	乾了	c=1 d=7.64289e-15 t=47733
gan ma 	幹嘛	c=49 d=0.13948 t=47733
gan ma ya 	干吗呀	c=1 d=2.65235e-64 t=47733
gan ren 	幹人	c=0 d=3.13306e-54 t=47733
gan shang 	趕上	c=1 d=6.09635e-61 t=47733
gan su 	甘肅	c=2 d=4.73977e-41 t=47733
gan ta 	幹他	c=1 d=1.29354e-28 t=47733
gan xie 	感謝	c=2 d=0.0230521 t=47733
gan you 	甘油	c=2 d=1.54066e-26 t=47733
gan zang 	肝臟	c=1 d=1.03791e-26 t=47733
gan zhou 	贛州	c=2 d=2.35291e-28 t=47733
gang 	剛	c=21 d=1.72616 t=47733
gang 	港	c=2 d=2.41573e-45 t=47733
gang cai 	剛纔	c=2 d=0.00771183 t=47733
gang gei 	剛給	c=1 d=1.07969e-49 t=47733
gang hao 	剛好	c=2 d=1.22473e-32 t=47733
gang jue 	剛覺	c=1 d=3.37019e-29 t=47733
gang kai hui 	剛開會	c=1 d=1.18406e-17 t=47733
gang kai ji 	剛開機	c=1 d=8.38288e-14 t=47733
gao 	告	c=1 d=2.7322e-60 t=47733
gao 	搞	c=33 d=0.00232687 t=47733
gao 	高	c=20 d=1.15185 t=47733
gao bu ming 	搞不明	c=1 d=9.48874e-60 t=47733
gao bu qing chu 	搞不清楚	c=2 d=1.30073e-05 t=47733
gao cheng 	搞成	c=1 d=2.02626e-14 t=47733
gao ci 	告辭	c=1 d=1.76936e-66 t=47733
gao dao 	搞到	c=3 d=5.37416e-16 t=47733
gao de 	高德	c=12 d=0.926228 t=47733
gao di 	高低	c=2 d=4.32702e-66 t=47733
gao di 	高地	c=1 d=1.71706e-66 t=47733
gao ge 	搞個	c=1 d=1.59391e-14 t=47733
gao hao 	搞好	c=1 d=1.84865e-23 t=47733
gao hao le 	搞好了	c=1 d=7.458e-21 t=47733
gao ji 	高級	c=1 d=3.30524e-06 t=47733
gao lai 	搞來	c=1 d=2.5422e-65 t=47733
gao liang 	高亮	c=6 d=2.174e-11 t=47733
gao lou 	高樓	c=2 d=4.87208e-05 t=47733
gao qing chu 	搞清楚	c=1 d=8.75921e-60 t=47733
gao shou 	高手	c=1 d=2.18891e-40 t=47733
gao su 	告訴	c=2 d=0.000468957 t=47733
gao tie 	高鐵	c=1 d=1.6207e-63 t=47733
gao xiao 	高效	c=1 d=8.89642e-37 t=47733
gao xin qu 	高新區	c=1 d=3.08169e-35 t=47733
gao xing 	高興	c=1 d=2.60753e-40 t=47733
gao ya guo 	高壓鍋	c=1 d=7.06106e-54 t=47733
gao yan zhi 	高颜值	c=2 d=4.33376e-68 t=47733
gao yi gao 	搞一搞	c=1 d=9.42566e-11 t=47733
gao yi xia 	高一下	c=5 d=8.59217e-10 t=47733
ge 	個	c=204 d=2.17275 t=47733
ge 	割	c=1 d=1.74913e-19 t=47733
ge 	各	c=10 d=1.22835e-14 t=47733
ge 	哥	c=23 d=0.402865 t=47733
ge 	格	c=2 d=0.0245559 t=47733
ge 	隔	c=2 d=5.53349e-39 t=47733
ge ai 	割愛	c=0 d=9.00573e-64 t=47733
ge bi 	隔壁	c=1 d=1.79774e-18 t=47733
ge bie 	個別	c=1 d=2.31708e-33 t=47733
ge chu nv 	歌楚女	c=0 d=2.20715e-21 t=47733
ge fa 	各發	c=1 d=1.14229e-65 t=47733
ge ge 	各個	c=2 d=2.32355e-07 t=47733
ge ibeacon 	個iBeacon	c=-1 d=0 t=47733
ge li 	隔離	c=3 d=2.58475e-25 t=47733
ge ni 	格尼	c=1 d=9.95997e-42 t=47733
ge ren 	個人	c=4 d=0.0051711 t=47733
ge shi 	格式	c=47 d=0.00326335 t=47733
ge shi hua 	格式化	c=8 d=1.64718e-19 t=47733
ge shu 	個數	c=6 d=2.38894e-10 t=47733
ge shu zu 	個數組	c=1 d=5.59499e-22 t=47733
ge yue 	個月	c=5 d=7.68905e-27 t=47733
ge zhong 	各種	c=3 d=8.64259e-20 t=47733
gei 	給	c=47 d=0.00243137 t=47733
gei bu liao 	給不了	c=1 d=1.9796e-34 t=47733
gei de 	給的	c=4 d=3.00407e-29 t=47733
gei ding 	給定	c=1 d=8.0181e-20 t=47733
gei guo 	給過	c=1 d=1.26577e-08 t=47733
gei le 	給了	c=2 d=1.58133e-09 t=47733
gei ni 	給你	c=36 d=0.000104121 t=47733
gei qian 	給錢	c=1 d=5.95615e-52 t=47733
gei ta 	給他	c=4 d=1.70948e-14 t=47733
gei ta men 	給他們	c=1 d=0.00149594 t=47733
gei wo 	給我	c=91 d=0.914396 t=47733
gei wo de 	給我的	c=2 d=1.7088e-59 t=47733
gei wo men 	給我們	c=1 d=5.27365e-32 t=47733
gei wo shuo 	給我說	c=1 d=1.23978e-58 t=47733
gei yi xia 	給一下	c=1 d=1.39234e-41 t=47733
gen 	根	c=2 d=1.47312e-28 t=47733
gen 	跟	c=41 d=0.00467013 t=47733
gen hao 	根號	c=1 d=2.4812e-44 t=47733
gen ju 	根據	c=26 d=0.0380733 t=47733
gen ni 	跟你	c=5 d=7.89335e-12 t=47733
gen tai 	跟太	c=1 d=2.00051e-40 t=47733
gen wo 	跟我	c=5 d=3.42472e-12 t=47733
gen yi qian 	跟以前	c=1 d=4.31169e-45 t=47733
gen zhe 	跟着	c=1 d=0.000359786 t=47733
geng 	更	c=5 d=7.95752e-19 t=47733
geng 	梗	c=2 d=6.28456e-07 t=47733
geng gai 	更改	c=7 d=5.01918e-09 t=47733
geng huan 	更換	c=4 d=0.00158052 t=47733
geng jia 	更加	c=2 d=1.88568e-21 t=47733
geng jie jin 	更接近	c=1 d=1.26264e-67 t=47733
geng xin 	更新	c=51 d=0.159614 t=47733
geng zi 	庚子	c=1 d=1.53449e-67 t=47733
git 	git	c=148 d=1.92095 t=47733
gong 	公	c=2 d=1.53363e-54 t=47733
gong 	共	c=2 d=9.66427e-11 t=47733
gong 	工	c=1 d=5.26076e-62 t=47733
gong 	龔	c=3 d=1.34568e-58 t=47733
gong chen 	功臣	c=1 d=1.14431e-27 t=47733
gong cheng 	工程	c=1 d=7.71708e-11 t=47733
gong cheng shi 	工程師	c=1 d=1.15004e-27 t=47733
gong gong 	公共	c=1 d=2.17244e-10 t=47733
gong gu 	鞏固	c=0 d=6.07958e-59 t=47733
gong gu zong 	鞏固總	c=1 d=6.11005e-58 t=47733
gong ji jin 	公積金	c=1 d=3.03426e-29 t=47733
gong jing 	宮頸	c=15 d=3.08675e-05 t=47733
gong ju 	工具	c=32 d=0.683861 t=47733
gong lv 	功率	c=3 d=0.0184443 t=47733
gong neng 	功能	c=36 d=0.000426457 t=47733
gong o 	龔哦	c=1 d=1.3343e-40 t=47733
gong si 	公司	c=15 d=0.99005 t=47733
gong si de 	公司的	c=1 d=4.12407e-51 t=47733
gong wang 	公網	c=6 d=0.00778093 t=47733
gong xi 	恭喜	c=2 d=1.93165e-32 t=47733
gong xiang 	共享	c=4 d=0.0517504 t=47733
gong ye 	工業	c=6 d=1.39602e-40 t=47733
gong ye yuan 	工業園	c=2 d=1.45995e-40 t=47733
gong yu 	公寓	c=2 d=9.5018e-14 t=47733
gong zhong 	公衆	c=0 d=5.24093e-48 t=47733
gong zhong hao 	公衆浩	c=1 d=5.2672e-47 t=47733
gong zi 	工資	c=1 d=2.06109e-38 t=47733
gong zuo 	工作	c=33 d=0.0125259 t=47733
gong zuo lei xing 	工作類型	c=1 d=4.67413e-24 t=47733
gou 	勾	c=2 d=1.10483e-18 t=47733
gou 	夠	c=6 d=1.14985e-25 t=47733
gou 	狗	c=0 d=1.8102e-12 t=47733
gou bu 	夠不	c=1 d=8.41862e-64 t=47733
gou bu gou 	夠不夠	c=2 d=2.18065e-16 t=47733
gou dong xi 	狗東西	c=4 d=1.81927e-11 t=47733
gou jia 	構架	c=1 d=3.63712e-14 t=47733
gou jian 	構建	c=1 d=5.95007e-40 t=47733
gou tong 	溝通	c=3 d=3.94688e-05 t=47733
gou xuan 	勾選	c=1 d=4.94866e-19 t=47733
gou zao 	構造	c=3 d=8.24938e-31 t=47733
gu 	谷	c=1 d=8.87194e-34 t=47733
gu 	顧	c=71 d=0.645596 t=47733
gu 	鼓	c=1 d=9.9123e-15 t=47733
gu bing 	骨病	c=0 d=8.78366e-35 t=47733
gu bing zhuan an mei 	骨病轉氨酶	c=1 d=8.82769e-34 t=47733
gu die 	姑爹	c=1 d=1.41218e-31 t=47733
gu ding 	估定	c=2 d=1.03168e-14 t=47733
gu ding 	固定	c=4 d=0.0116203 t=47733
gu ge 	僱個	c=1 d=3.2938e-24 t=47733
gu ge 	谷歌	c=11 d=0.625002 t=47733
gu ge 	骨骼	c=1 d=1.6453e-05 t=47733
gu ge di tu 	谷歌地图	c=1 d=1.61575e-27 t=47733
gu ji 	估計	c=15 d=0.0298197 t=47733
gu ji shi 	估計是	c=1 d=2.76106e-66 t=47733
gu ji ye shi 	估計也是	c=1 d=6.95475e-52 t=47733
gu lao shi 	顧老師	c=31 d=0.154124 t=47733
gu lao shi shi 	顧老師是	c=1 d=2.97772e-43 t=47733
gu lv 	顧慮	c=1 d=8.83098e-09 t=47733
gu mi 	穀米	c=1 d=8.82948e-07 t=47733
gu mi du 	骨密度	c=6 d=2.09869e-05 t=47733
gu piao 	股票	c=2 d=0.0120946 t=47733
gu tai 	固態	c=1 d=3.65908e-26 t=47733
gu ti 	固體	c=0 d=3.62267e-27 t=47733
gu ti a 	固體啊	c=1 d=3.64083e-26 t=47733
gu zhang 	鼓掌	c=3 d=3.77904e-10 t=47733
gua 	刮	c=1 d=2.72514e-59 t=47733
gua 	掛	c=7 d=0.0349094 t=47733
gua 	瓜	c=2 d=6.11712e-34 t=47733
gua le 	掛了	c=2 d=3.52322e-16 t=47733
gua zai 	掛載	c=2 d=0.99005 t=47733
guai 	拐	c=3 d=6.98985e-55 t=47733
guai wo 	怪我	c=1 d=1.59749e-11 t=47733
guan 	官	c=2 d=1.07941e-66 t=47733
guan 	灌	c=1 d=5.72066e-48 t=47733
guan 	管	c=5 d=3.89818e-06 t=47733
guan 	關	c=10 d=3.88038e-14 t=47733
guan bi 	關閉	c=23 d=0.00182458 t=47733
guan diao 	關掉	c=4 d=7.4541e-10 t=47733
guan fang 	官方	c=1 d=1.82678e-30 t=47733
guan ji 	關機	c=2 d=2.53055e-11 t=47733
guan jian 	關鍵	c=1 d=1.21717e-18 t=47733
guan jian zi 	關鍵字	c=7 d=3.87004e-09 t=47733
guan le 	關了	c=7 d=0.000225994 t=47733
guan li 	慣例	c=1 d=2.85261e-38 t=47733
guan li 	管理	c=20 d=0.0048309 t=47733
guan li ku 	管理庫	c=1 d=5.78307e-58 t=47733
guan li yuan 	管理員	c=6 d=1.82823e-27 t=47733
guan lian 	關聯	c=6 d=3.98498e-05 t=47733
guan lian ci 	關聯詞	c=1 d=5.36356e-25 t=47733
guan lian guan xi 	关联关系	c=1 d=4.05934e-12 t=47733
guan men 	關門	c=1 d=4.5986e-13 t=47733
guan ni 	管你	c=1 d=9.03423e-12 t=47733
guan ta 	管他	c=1 d=1.26987e-46 t=47733
guan wang 	官網	c=4 d=1.03098e-06 t=47733
guan xi 	關係	c=14 d=0.128735 t=47733
guan xin 	關心	c=3 d=1.84163 t=47733
guan xing 	慣性	c=4 d=3.73897 t=47733
guan zhu 	關注	c=2 d=1.07913e-34 t=47733
guan zi 	罐子	c=1 d=6.354e-48 t=47733
guang 	光	c=5 d=8.76872e-14 t=47733
guang 	廣	c=2 d=1.06401e-24 t=47733
guang biao 	光標	c=9 d=0.358796 t=47733
guang chang 	廣場	c=2 d=4.0711e-46 t=47733
guang chao shi 	逛超市	c=1 d=1.17972e-62 t=47733
guang dong 	廣東	c=2 d=2.69342e-31 t=47733
guang du 	廣度	c=1 d=7.88504e-29 t=47733
guang gao 	廣告	c=1 d=1.0985e-18 t=47733
guang le 	光了	c=1 d=1.76761e-25 t=47733
guang xi 	廣西	c=1 d=4.08955e-11 t=47733
guang yuan 	廣元	c=8 d=1.94034e-21 t=47733
guang zhou 	廣州	c=21 d=0.0266746 t=47733
gui 	桂	c=4 d=3.80392e-12 t=47733
gui 	癸	c=1 d=1.55769e-67 t=47733
gui 	貴	c=18 d=1.81374e-14 t=47733
gui dan 	歸單	c=26 d=1.66367 t=47733
gui dang 	歸檔	c=4 d=0.0500591 t=47733
gui ding 	規定	c=1 d=6.45902e-35 t=47733
gui fan 	規範	c=1 d=9.98065e-37 t=47733
gui hua 	規劃	c=7 d=0.318224 t=47733
gui le 	貴了	c=1 d=2.29051e-15 t=47733
gui ze 	規則	c=8 d=7.5915e-33 t=47733
gui zhou 	貴州	c=4 d=4.24136e-20 t=47733
gui zi 	櫃子	c=1 d=9.29927e-58 t=47733
